year,state,state_po,county_name,office,candidate,party,candidatevotes,totalvotes,mode
2008,SOUTH DAKOTA,SD,KINGSBURY,US PRESIDENT,OTHER,OTHER,27,2739,TOTAL
2008,SOUTH DAKOTA,SD,LAKE,US PRESIDENT,BARACK OBAMA,DEMOCRAT,3033,6076,TOTAL
2008,SOUTH DAKOTA,SD,LAKE,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,2993,6076,TOTAL
2008,SOUTH DAKOTA,SD,LAKE,US PRESIDENT,OTHER,OTHER,50,6076,TOTAL
2008,SOUTH DAKOTA,SD,LAWRENCE,US PRESIDENT,BARACK OBAMA,DEMOCRAT,4932,11876,TOTAL
2008,SOUTH DAKOTA,SD,LAWRENCE,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,6787,11876,TOTAL
2008,SOUTH DAKOTA,SD,LAWRENCE,US PRESIDENT,OTHER,OTHER,157,11876,TOTAL
2008,SOUTH DAKOTA,SD,LINCOLN,US PRESIDENT,BARACK OBAMA,DEMOCRAT,8642,20601,TOTAL
2008,SOUTH DAKOTA,SD,LINCOLN,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,11803,20601,TOTAL
2008,SOUTH DAKOTA,SD,LINCOLN,US PRESIDENT,OTHER,OTHER,156,20601,TOTAL
2008,SOUTH DAKOTA,SD,LYMAN,US PRESIDENT,BARACK OBAMA,DEMOCRAT,710,1623,TOTAL
2008,SOUTH DAKOTA,SD,LYMAN,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,894,1623,TOTAL
2008,SOUTH DAKOTA,SD,LYMAN,US PRESIDENT,OTHER,OTHER,19,1623,TOTAL
2008,SOUTH DAKOTA,SD,MCCOOK,US PRESIDENT,BARACK OBAMA,DEMOCRAT,1219,2905,TOTAL
2008,SOUTH DAKOTA,SD,MCCOOK,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,1646,2905,TOTAL
2008,SOUTH DAKOTA,SD,MCCOOK,US PRESIDENT,OTHER,OTHER,40,2905,TOTAL
2008,SOUTH DAKOTA,SD,MCPHERSON,US PRESIDENT,BARACK OBAMA,DEMOCRAT,441,1364,TOTAL
2008,SOUTH DAKOTA,SD,MCPHERSON,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,915,1364,TOTAL
2008,SOUTH DAKOTA,SD,MCPHERSON,US PRESIDENT,OTHER,OTHER,8,1364,TOTAL
2008,SOUTH DAKOTA,SD,MARSHALL,US PRESIDENT,BARACK OBAMA,DEMOCRAT,1261,2177,TOTAL
2008,SOUTH DAKOTA,SD,MARSHALL,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,900,2177,TOTAL
2008,SOUTH DAKOTA,SD,MARSHALL,US PRESIDENT,OTHER,OTHER,16,2177,TOTAL
2008,SOUTH DAKOTA,SD,MEADE,US PRESIDENT,BARACK OBAMA,DEMOCRAT,3751,11465,TOTAL
2008,SOUTH DAKOTA,SD,MEADE,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,7515,11465,TOTAL
2008,SOUTH DAKOTA,SD,MEADE,US PRESIDENT,OTHER,OTHER,199,11465,TOTAL
2008,SOUTH DAKOTA,SD,MELLETTE,US PRESIDENT,BARACK OBAMA,DEMOCRAT,373,829,TOTAL
2008,SOUTH DAKOTA,SD,MELLETTE,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,445,829,TOTAL
2008,SOUTH DAKOTA,SD,MELLETTE,US PRESIDENT,OTHER,OTHER,11,829,TOTAL
2008,SOUTH DAKOTA,SD,MINER,US PRESIDENT,BARACK OBAMA,DEMOCRAT,605,1198,TOTAL
2008,SOUTH DAKOTA,SD,MINER,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,577,1198,TOTAL
2008,SOUTH DAKOTA,SD,MINER,US PRESIDENT,OTHER,OTHER,16,1198,TOTAL
2008,SOUTH DAKOTA,SD,MINNEHAHA,US PRESIDENT,BARACK OBAMA,DEMOCRAT,39838,79798,TOTAL
2008,SOUTH DAKOTA,SD,MINNEHAHA,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,39251,79798,TOTAL
2008,SOUTH DAKOTA,SD,MINNEHAHA,US PRESIDENT,OTHER,OTHER,709,79798,TOTAL
2008,SOUTH DAKOTA,SD,MOODY,US PRESIDENT,BARACK OBAMA,DEMOCRAT,1663,3203,TOTAL
2008,SOUTH DAKOTA,SD,MOODY,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,1508,3203,TOTAL
2008,SOUTH DAKOTA,SD,MOODY,US PRESIDENT,OTHER,OTHER,32,3203,TOTAL
2008,SOUTH DAKOTA,SD,PENNINGTON,US PRESIDENT,BARACK OBAMA,DEMOCRAT,17802,45787,TOTAL
2008,SOUTH DAKOTA,SD,PENNINGTON,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,27603,45787,TOTAL
2008,SOUTH DAKOTA,SD,PENNINGTON,US PRESIDENT,OTHER,OTHER,382,45787,TOTAL
2008,SOUTH DAKOTA,SD,PERKINS,US PRESIDENT,BARACK OBAMA,DEMOCRAT,499,1656,TOTAL
2008,SOUTH DAKOTA,SD,PERKINS,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,1102,1656,TOTAL
2008,SOUTH DAKOTA,SD,PERKINS,US PRESIDENT,OTHER,OTHER,55,1656,TOTAL
2008,SOUTH DAKOTA,SD,POTTER,US PRESIDENT,BARACK OBAMA,DEMOCRAT,482,1434,TOTAL
2008,SOUTH DAKOTA,SD,POTTER,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,937,1434,TOTAL
2008,SOUTH DAKOTA,SD,POTTER,US PRESIDENT,OTHER,OTHER,15,1434,TOTAL
2008,SOUTH DAKOTA,SD,ROBERTS,US PRESIDENT,BARACK OBAMA,DEMOCRAT,2672,4484,TOTAL
2008,SOUTH DAKOTA,SD,ROBERTS,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,1781,4484,TOTAL
2008,SOUTH DAKOTA,SD,ROBERTS,US PRESIDENT,OTHER,OTHER,31,4484,TOTAL
2008,SOUTH DAKOTA,SD,SANBORN,US PRESIDENT,BARACK OBAMA,DEMOCRAT,500,1181,TOTAL
2008,SOUTH DAKOTA,SD,SANBORN,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,669,1181,TOTAL
2008,SOUTH DAKOTA,SD,SANBORN,US PRESIDENT,OTHER,OTHER,12,1181,TOTAL
2008,SOUTH DAKOTA,SD,SHANNON/OGLALA LAKOTA,US PRESIDENT,BARACK OBAMA,DEMOCRAT,2971,3314,TOTAL
2008,SOUTH DAKOTA,SD,SHANNON/OGLALA LAKOTA,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,331,3314,TOTAL
2008,SOUTH DAKOTA,SD,SHANNON/OGLALA LAKOTA,US PRESIDENT,OTHER,OTHER,12,3314,TOTAL
2008,SOUTH DAKOTA,SD,SPINK,US PRESIDENT,BARACK OBAMA,DEMOCRAT,1550,3239,TOTAL
2008,SOUTH DAKOTA,SD,SPINK,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,1660,3239,TOTAL
2008,SOUTH DAKOTA,SD,SPINK,US PRESIDENT,OTHER,OTHER,29,3239,TOTAL
2008,SOUTH DAKOTA,SD,STANLEY,US PRESIDENT,BARACK OBAMA,DEMOCRAT,510,1540,TOTAL
2008,SOUTH DAKOTA,SD,STANLEY,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,1017,1540,TOTAL
2008,SOUTH DAKOTA,SD,STANLEY,US PRESIDENT,OTHER,OTHER,13,1540,TOTAL
2008,SOUTH DAKOTA,SD,SULLY,US PRESIDENT,BARACK OBAMA,DEMOCRAT,233,823,TOTAL
2008,SOUTH DAKOTA,SD,SULLY,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,581,823,TOTAL
2008,SOUTH DAKOTA,SD,SULLY,US PRESIDENT,OTHER,OTHER,9,823,TOTAL
2008,SOUTH DAKOTA,SD,TODD,US PRESIDENT,BARACK OBAMA,DEMOCRAT,2208,2807,TOTAL
2008,SOUTH DAKOTA,SD,TODD,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,571,2807,TOTAL
2008,SOUTH DAKOTA,SD,TODD,US PRESIDENT,OTHER,OTHER,28,2807,TOTAL
2008,SOUTH DAKOTA,SD,TRIPP,US PRESIDENT,BARACK OBAMA,DEMOCRAT,914,2809,TOTAL
2008,SOUTH DAKOTA,SD,TRIPP,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,1859,2809,TOTAL
2008,SOUTH DAKOTA,SD,TRIPP,US PRESIDENT,OTHER,OTHER,36,2809,TOTAL
2008,SOUTH DAKOTA,SD,TURNER,US PRESIDENT,BARACK OBAMA,DEMOCRAT,1681,4266,TOTAL
2008,SOUTH DAKOTA,SD,TURNER,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,2538,4266,TOTAL
2008,SOUTH DAKOTA,SD,TURNER,US PRESIDENT,OTHER,OTHER,47,4266,TOTAL
2008,SOUTH DAKOTA,SD,UNION,US PRESIDENT,BARACK OBAMA,DEMOCRAT,3244,7620,TOTAL
2008,SOUTH DAKOTA,SD,UNION,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,4310,7620,TOTAL
2008,SOUTH DAKOTA,SD,UNION,US PRESIDENT,OTHER,OTHER,66,7620,TOTAL
2008,SOUTH DAKOTA,SD,WALWORTH,US PRESIDENT,BARACK OBAMA,DEMOCRAT,923,2620,TOTAL
2008,SOUTH DAKOTA,SD,WALWORTH,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,1668,2620,TOTAL
2008,SOUTH DAKOTA,SD,WALWORTH,US PRESIDENT,OTHER,OTHER,29,2620,TOTAL
2008,SOUTH DAKOTA,SD,YANKTON,US PRESIDENT,BARACK OBAMA,DEMOCRAT,4838,9967,TOTAL
2008,SOUTH DAKOTA,SD,YANKTON,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,5039,9967,TOTAL
2008,SOUTH DAKOTA,SD,YANKTON,US PRESIDENT,OTHER,OTHER,90,9967,TOTAL
2008,SOUTH DAKOTA,SD,ZIEBACH,US PRESIDENT,BARACK OBAMA,DEMOCRAT,554,882,TOTAL
2008,SOUTH DAKOTA,SD,ZIEBACH,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,312,882,TOTAL
2008,SOUTH DAKOTA,SD,ZIEBACH,US PRESIDENT,OTHER,OTHER,16,882,TOTAL
2008,TENNESSEE,TN,ANDERSON,US PRESIDENT,BARACK OBAMA,DEMOCRAT,11396,31570,TOTAL
2008,TENNESSEE,TN,ANDERSON,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,19675,31570,TOTAL
2008,TENNESSEE,TN,ANDERSON,US PRESIDENT,OTHER,OTHER,499,31570,TOTAL
2008,TENNESSEE,TN,BEDFORD,US PRESIDENT,BARACK OBAMA,DEMOCRAT,5027,15507,TOTAL
2008,TENNESSEE,TN,BEDFORD,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,10217,15507,TOTAL
2008,TENNESSEE,TN,BEDFORD,US PRESIDENT,OTHER,OTHER,263,15507,TOTAL
2008,TENNESSEE,TN,BENTON,US PRESIDENT,BARACK OBAMA,DEMOCRAT,2645,6479,TOTAL
2008,TENNESSEE,TN,BENTON,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,3696,6479,TOTAL
2008,TENNESSEE,TN,BENTON,US PRESIDENT,OTHER,OTHER,138,6479,TOTAL
2008,TENNESSEE,TN,BLEDSOE,US PRESIDENT,BARACK OBAMA,DEMOCRAT,1517,4784,TOTAL
2008,TENNESSEE,TN,BLEDSOE,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,3166,4784,TOTAL
2008,TENNESSEE,TN,BLEDSOE,US PRESIDENT,OTHER,OTHER,101,4784,TOTAL
2008,TENNESSEE,TN,BLOUNT,US PRESIDENT,BARACK OBAMA,DEMOCRAT,15253,51645,TOTAL
2008,TENNESSEE,TN,BLOUNT,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,35571,51645,TOTAL
2008,TENNESSEE,TN,BLOUNT,US PRESIDENT,OTHER,OTHER,821,51645,TOTAL
2008,TENNESSEE,TN,BRADLEY,US PRESIDENT,BARACK OBAMA,DEMOCRAT,9357,38191,TOTAL
2008,TENNESSEE,TN,BRADLEY,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,28333,38191,TOTAL
2008,TENNESSEE,TN,BRADLEY,US PRESIDENT,OTHER,OTHER,501,38191,TOTAL
2008,TENNESSEE,TN,CAMPBELL,US PRESIDENT,BARACK OBAMA,DEMOCRAT,3867,12628,TOTAL
2008,TENNESSEE,TN,CAMPBELL,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,8535,12628,TOTAL
2008,TENNESSEE,TN,CAMPBELL,US PRESIDENT,OTHER,OTHER,226,12628,TOTAL
2008,TENNESSEE,TN,CANNON,US PRESIDENT,BARACK OBAMA,DEMOCRAT,2011,5457,TOTAL
2008,TENNESSEE,TN,CANNON,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,3322,5457,TOTAL
2008,TENNESSEE,TN,CANNON,US PRESIDENT,OTHER,OTHER,124,5457,TOTAL
2008,TENNESSEE,TN,CARROLL,US PRESIDENT,BARACK OBAMA,DEMOCRAT,3980,11646,TOTAL
2008,TENNESSEE,TN,CARROLL,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,7455,11646,TOTAL
2008,TENNESSEE,TN,CARROLL,US PRESIDENT,OTHER,OTHER,211,11646,TOTAL
2008,TENNESSEE,TN,CARTER,US PRESIDENT,BARACK OBAMA,DEMOCRAT,5587,21769,TOTAL
2008,TENNESSEE,TN,CARTER,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,15852,21769,TOTAL
2008,TENNESSEE,TN,CARTER,US PRESIDENT,OTHER,OTHER,330,21769,TOTAL
2008,TENNESSEE,TN,CHEATHAM,US PRESIDENT,BARACK OBAMA,DEMOCRAT,5498,16428,TOTAL
2008,TENNESSEE,TN,CHEATHAM,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,10702,16428,TOTAL
2008,TENNESSEE,TN,CHEATHAM,US PRESIDENT,OTHER,OTHER,228,16428,TOTAL
2008,TENNESSEE,TN,CHESTER,US PRESIDENT,BARACK OBAMA,DEMOCRAT,1797,6459,TOTAL
2008,TENNESSEE,TN,CHESTER,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,4587,6459,TOTAL
2008,TENNESSEE,TN,CHESTER,US PRESIDENT,OTHER,OTHER,75,6459,TOTAL
2008,TENNESSEE,TN,CLAIBORNE,US PRESIDENT,BARACK OBAMA,DEMOCRAT,3078,10420,TOTAL
2008,TENNESSEE,TN,CLAIBORNE,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,7175,10420,TOTAL
2008,TENNESSEE,TN,CLAIBORNE,US PRESIDENT,OTHER,OTHER,167,10420,TOTAL
2008,TENNESSEE,TN,CLAY,US PRESIDENT,BARACK OBAMA,DEMOCRAT,1248,2994,TOTAL
2008,TENNESSEE,TN,CLAY,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,1676,2994,TOTAL
2008,TENNESSEE,TN,CLAY,US PRESIDENT,OTHER,OTHER,70,2994,TOTAL
2008,TENNESSEE,TN,COCKE,US PRESIDENT,BARACK OBAMA,DEMOCRAT,3340,12481,TOTAL
2008,TENNESSEE,TN,COCKE,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,8945,12481,TOTAL
2008,TENNESSEE,TN,COCKE,US PRESIDENT,OTHER,OTHER,196,12481,TOTAL
2008,TENNESSEE,TN,COFFEE,US PRESIDENT,BARACK OBAMA,DEMOCRAT,7132,20790,TOTAL
2008,TENNESSEE,TN,COFFEE,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,13250,20790,TOTAL
2008,TENNESSEE,TN,COFFEE,US PRESIDENT,OTHER,OTHER,408,20790,TOTAL
2008,TENNESSEE,TN,CROCKETT,US PRESIDENT,BARACK OBAMA,DEMOCRAT,1967,6037,TOTAL
2008,TENNESSEE,TN,CROCKETT,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,3994,6037,TOTAL
2008,TENNESSEE,TN,CROCKETT,US PRESIDENT,OTHER,OTHER,76,6037,TOTAL
2008,TENNESSEE,TN,CUMBERLAND,US PRESIDENT,BARACK OBAMA,DEMOCRAT,7889,25712,TOTAL
2008,TENNESSEE,TN,CUMBERLAND,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,17436,25712,TOTAL
2008,TENNESSEE,TN,CUMBERLAND,US PRESIDENT,OTHER,OTHER,387,25712,TOTAL
2008,TENNESSEE,TN,DAVIDSON,US PRESIDENT,BARACK OBAMA,DEMOCRAT,158423,264486,TOTAL
2008,TENNESSEE,TN,DAVIDSON,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,102915,264486,TOTAL
2008,TENNESSEE,TN,DAVIDSON,US PRESIDENT,OTHER,OTHER,3148,264486,TOTAL
2008,TENNESSEE,TN,DECATUR,US PRESIDENT,BARACK OBAMA,DEMOCRAT,1566,4763,TOTAL
2008,TENNESSEE,TN,DECATUR,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,3101,4763,TOTAL
2008,TENNESSEE,TN,DECATUR,US PRESIDENT,OTHER,OTHER,96,4763,TOTAL
2008,TENNESSEE,TN,DEKALB,US PRESIDENT,BARACK OBAMA,DEMOCRAT,2832,7065,TOTAL
2008,TENNESSEE,TN,DEKALB,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,4085,7065,TOTAL
2008,TENNESSEE,TN,DEKALB,US PRESIDENT,OTHER,OTHER,148,7065,TOTAL
2008,TENNESSEE,TN,DICKSON,US PRESIDENT,BARACK OBAMA,DEMOCRAT,7506,19519,TOTAL
2008,TENNESSEE,TN,DICKSON,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,11677,19519,TOTAL
2008,TENNESSEE,TN,DICKSON,US PRESIDENT,OTHER,OTHER,336,19519,TOTAL
2008,TENNESSEE,TN,DYER,US PRESIDENT,BARACK OBAMA,DEMOCRAT,4411,14450,TOTAL
2008,TENNESSEE,TN,DYER,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,9859,14450,TOTAL
2008,TENNESSEE,TN,DYER,US PRESIDENT,OTHER,OTHER,180,14450,TOTAL
2008,TENNESSEE,TN,FAYETTE,US PRESIDENT,BARACK OBAMA,DEMOCRAT,6892,19254,TOTAL
2008,TENNESSEE,TN,FAYETTE,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,12173,19254,TOTAL
2008,TENNESSEE,TN,FAYETTE,US PRESIDENT,OTHER,OTHER,189,19254,TOTAL
2008,TENNESSEE,TN,FENTRESS,US PRESIDENT,BARACK OBAMA,DEMOCRAT,1831,6739,TOTAL
2008,TENNESSEE,TN,FENTRESS,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,4789,6739,TOTAL
2008,TENNESSEE,TN,FENTRESS,US PRESIDENT,OTHER,OTHER,119,6739,TOTAL
2008,TENNESSEE,TN,FRANKLIN,US PRESIDENT,BARACK OBAMA,DEMOCRAT,6613,17432,TOTAL
2008,TENNESSEE,TN,FRANKLIN,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,10539,17432,TOTAL
2008,TENNESSEE,TN,FRANKLIN,US PRESIDENT,OTHER,OTHER,280,17432,TOTAL
2008,TENNESSEE,TN,GIBSON,US PRESIDENT,BARACK OBAMA,DEMOCRAT,7406,21253,TOTAL
2008,TENNESSEE,TN,GIBSON,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,13516,21253,TOTAL
2008,TENNESSEE,TN,GIBSON,US PRESIDENT,OTHER,OTHER,331,21253,TOTAL
2008,TENNESSEE,TN,GILES,US PRESIDENT,BARACK OBAMA,DEMOCRAT,4614,11689,TOTAL
2008,TENNESSEE,TN,GILES,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,6902,11689,TOTAL
2008,TENNESSEE,TN,GILES,US PRESIDENT,OTHER,OTHER,173,11689,TOTAL
2008,TENNESSEE,TN,GRAINGER,US PRESIDENT,BARACK OBAMA,DEMOCRAT,2066,7503,TOTAL
2008,TENNESSEE,TN,GRAINGER,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,5297,7503,TOTAL
2008,TENNESSEE,TN,GRAINGER,US PRESIDENT,OTHER,OTHER,140,7503,TOTAL
2008,TENNESSEE,TN,GREENE,US PRESIDENT,BARACK OBAMA,DEMOCRAT,7110,24670,TOTAL
2008,TENNESSEE,TN,GREENE,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,17151,24670,TOTAL
2008,TENNESSEE,TN,GREENE,US PRESIDENT,OTHER,OTHER,409,24670,TOTAL
2008,TENNESSEE,TN,GRUNDY,US PRESIDENT,BARACK OBAMA,DEMOCRAT,1971,4632,TOTAL
2008,TENNESSEE,TN,GRUNDY,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,2563,4632,TOTAL
2008,TENNESSEE,TN,GRUNDY,US PRESIDENT,OTHER,OTHER,98,4632,TOTAL
2008,TENNESSEE,TN,HAMBLEN,US PRESIDENT,BARACK OBAMA,DEMOCRAT,6807,22669,TOTAL
2008,TENNESSEE,TN,HAMBLEN,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,15508,22669,TOTAL
2008,TENNESSEE,TN,HAMBLEN,US PRESIDENT,OTHER,OTHER,354,22669,TOTAL
2008,TENNESSEE,TN,HAMILTON,US PRESIDENT,BARACK OBAMA,DEMOCRAT,64246,147520,TOTAL
2008,TENNESSEE,TN,HAMILTON,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,81702,147520,TOTAL
2008,TENNESSEE,TN,HAMILTON,US PRESIDENT,OTHER,OTHER,1572,147520,TOTAL
2008,TENNESSEE,TN,HANCOCK,US PRESIDENT,BARACK OBAMA,DEMOCRAT,604,2241,TOTAL
2008,TENNESSEE,TN,HANCOCK,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,1588,2241,TOTAL
2008,TENNESSEE,TN,HANCOCK,US PRESIDENT,OTHER,OTHER,49,2241,TOTAL
2008,TENNESSEE,TN,HARDEMAN,US PRESIDENT,BARACK OBAMA,DEMOCRAT,5919,11237,TOTAL
2008,TENNESSEE,TN,HARDEMAN,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,5225,11237,TOTAL
2008,TENNESSEE,TN,HARDEMAN,US PRESIDENT,OTHER,OTHER,93,11237,TOTAL
2008,TENNESSEE,TN,HARDIN,US PRESIDENT,BARACK OBAMA,DEMOCRAT,2794,10035,TOTAL
2008,TENNESSEE,TN,HARDIN,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,7077,10035,TOTAL
2008,TENNESSEE,TN,HARDIN,US PRESIDENT,OTHER,OTHER,164,10035,TOTAL
2008,TENNESSEE,TN,HAWKINS,US PRESIDENT,BARACK OBAMA,DEMOCRAT,5930,21040,TOTAL
2008,TENNESSEE,TN,HAWKINS,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,14756,21040,TOTAL
2008,TENNESSEE,TN,HAWKINS,US PRESIDENT,OTHER,OTHER,354,21040,TOTAL
2008,TENNESSEE,TN,HAYWOOD,US PRESIDENT,BARACK OBAMA,DEMOCRAT,4893,8121,TOTAL
2008,TENNESSEE,TN,HAYWOOD,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,3165,8121,TOTAL
2008,TENNESSEE,TN,HAYWOOD,US PRESIDENT,OTHER,OTHER,63,8121,TOTAL
2008,TENNESSEE,TN,HENDERSON,US PRESIDENT,BARACK OBAMA,DEMOCRAT,3021,10834,TOTAL
2008,TENNESSEE,TN,HENDERSON,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,7669,10834,TOTAL
2008,TENNESSEE,TN,HENDERSON,US PRESIDENT,OTHER,OTHER,144,10834,TOTAL
2008,TENNESSEE,TN,HENRY,US PRESIDENT,BARACK OBAMA,DEMOCRAT,5153,13545,TOTAL
2008,TENNESSEE,TN,HENRY,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,8182,13545,TOTAL
2008,TENNESSEE,TN,HENRY,US PRESIDENT,OTHER,OTHER,210,13545,TOTAL
2008,TENNESSEE,TN,HICKMAN,US PRESIDENT,BARACK OBAMA,DEMOCRAT,3563,8498,TOTAL
2008,TENNESSEE,TN,HICKMAN,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,4784,8498,TOTAL
2008,TENNESSEE,TN,HICKMAN,US PRESIDENT,OTHER,OTHER,151,8498,TOTAL
2008,TENNESSEE,TN,HOUSTON,US PRESIDENT,BARACK OBAMA,DEMOCRAT,1678,3354,TOTAL
2008,TENNESSEE,TN,HOUSTON,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,1608,3354,TOTAL
2008,TENNESSEE,TN,HOUSTON,US PRESIDENT,OTHER,OTHER,68,3354,TOTAL
2008,TENNESSEE,TN,HUMPHREYS,US PRESIDENT,BARACK OBAMA,DEMOCRAT,3600,7580,TOTAL
2008,TENNESSEE,TN,HUMPHREYS,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,3818,7580,TOTAL
2008,TENNESSEE,TN,HUMPHREYS,US PRESIDENT,OTHER,OTHER,162,7580,TOTAL
2008,TENNESSEE,TN,JACKSON,US PRESIDENT,BARACK OBAMA,DEMOCRAT,2224,4501,TOTAL
2008,TENNESSEE,TN,JACKSON,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,2185,4501,TOTAL
2008,TENNESSEE,TN,JACKSON,US PRESIDENT,OTHER,OTHER,92,4501,TOTAL
2008,TENNESSEE,TN,JEFFERSON,US PRESIDENT,BARACK OBAMA,DEMOCRAT,5178,18532,TOTAL
2008,TENNESSEE,TN,JEFFERSON,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,13092,18532,TOTAL
2008,TENNESSEE,TN,JEFFERSON,US PRESIDENT,OTHER,OTHER,262,18532,TOTAL
2008,TENNESSEE,TN,JOHNSON,US PRESIDENT,BARACK OBAMA,DEMOCRAT,1837,6591,TOTAL
2008,TENNESSEE,TN,JOHNSON,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,4621,6591,TOTAL
2008,TENNESSEE,TN,JOHNSON,US PRESIDENT,OTHER,OTHER,133,6591,TOTAL
2008,TENNESSEE,TN,KNOX,US PRESIDENT,BARACK OBAMA,DEMOCRAT,70215,186086,TOTAL
2008,TENNESSEE,TN,KNOX,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,113015,186086,TOTAL
2008,TENNESSEE,TN,KNOX,US PRESIDENT,OTHER,OTHER,2856,186086,TOTAL
2008,TENNESSEE,TN,LAKE,US PRESIDENT,BARACK OBAMA,DEMOCRAT,1024,2238,TOTAL
2008,TENNESSEE,TN,LAKE,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,1175,2238,TOTAL
2008,TENNESSEE,TN,LAKE,US PRESIDENT,OTHER,OTHER,39,2238,TOTAL
2008,TENNESSEE,TN,LAUDERDALE,US PRESIDENT,BARACK OBAMA,DEMOCRAT,4322,9338,TOTAL
2008,TENNESSEE,TN,LAUDERDALE,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,4933,9338,TOTAL
2008,TENNESSEE,TN,LAUDERDALE,US PRESIDENT,OTHER,OTHER,83,9338,TOTAL
2008,TENNESSEE,TN,LAWRENCE,US PRESIDENT,BARACK OBAMA,DEMOCRAT,5161,16020,TOTAL
2008,TENNESSEE,TN,LAWRENCE,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,10566,16020,TOTAL
2008,TENNESSEE,TN,LAWRENCE,US PRESIDENT,OTHER,OTHER,293,16020,TOTAL
2008,TENNESSEE,TN,LEWIS,US PRESIDENT,BARACK OBAMA,DEMOCRAT,1804,4834,TOTAL
